order_id,quantity,item_name,choice_description,item_price,unit_price,choice_description_list,n_accompagnements
215,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",8.75,8.75,"['RoastedChiliCornSalsa', 'Rice', 'BlackBeans', 'SourCream', 'Lettuce']",5
215,1,Canned Soft Drink,[Diet Coke],1.25,1.25,['DietCoke'],1
215,1,Chips and Guacamole,,4.45,4.45,,0
215,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Lettuce']",7
215,1,Chips,,2.15,2.15,,0
216,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75,8.75,"['TomatilloGreenChiliSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream']",5
216,1,Chips and Guacamole,,4.45,4.45,,0
217,1,Burrito,"[Braised Barbacoa, Pinto Beans, [Sour Cream, Salsa, Cheese, Cilantro-Lime Rice, Guacamole]]",7.4,7.4,"['BraisedBarbacoa', 'PintoBeans', 'SourCream', 'Salsa', 'Cheese', 'Cilantro-LimeRice', 'Guacamole']",7
217,1,Crispy Tacos,[Adobo-Marinated and Grilled Steak],7.4,7.4,['Adobo-MarinatedandGrilledSteak'],1
217,1,Crispy Tacos,[Adobo-Marinated and Grilled Chicken],7.4,7.4,['Adobo-MarinatedandGrilledChicken'],1
218,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Sour Cream]]",8.99,8.99,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'Rice', 'SourCream']",4
218,1,Chips and Guacamole,,3.99,3.99,,0
219,1,Steak Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99,8.99,"['Tomatillo-RedChiliSalsa(Hot)', 'PintoBeans', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",6
219,1,Side of Chips,,1.69,1.69,,0
220,1,Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Black Beans, Sour Cream, Cheese, Lettuce]]",8.75,8.75,"['RoastedChiliCornSalsa', 'BlackBeans', 'SourCream', 'Cheese', 'Lettuce']",5
220,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'SourCream', 'Cheese']",5
221,1,Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Black Beans, Pinto Beans, Lettuce]]",8.75,8.75,"['TomatilloGreenChiliSalsa', 'FajitaVegetables', 'BlackBeans', 'PintoBeans', 'Lettuce']",5
221,1,Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['TomatilloGreenChiliSalsa', 'FajitaVegetables', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",6
222,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]]",11.25,11.25,"['RoastedChiliCornSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Guacamole']",5
222,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]]",11.25,11.25,"['TomatilloRedChiliSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Guacamole']",5
222,1,Chips and Fresh Tomato Salsa,,2.95,2.95,,0
223,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese']",4
223,2,Steak Burrito,"[Fresh Tomato Salsa, [Sour Cream, Lettuce, Cheese, Rice]]",18.5,9.25,"['FreshTomatoSalsa', 'SourCream', 'Lettuce', 'Cheese', 'Rice']",5
224,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'Rice', 'Cheese', 'SourCream']",5
224,1,Chips and Guacamole,,3.99,3.99,,0
225,1,Chips and Tomatillo Green Chili Salsa,,2.95,2.95,,0
225,1,Carnitas Bowl,"[Tomatillo Green Chili Salsa, [Pinto Beans, Black Beans]]",9.25,9.25,"['TomatilloGreenChiliSalsa', 'PintoBeans', 'BlackBeans']",3
225,1,Steak Burrito,"[Tomatillo Green Chili Salsa, Cheese]",9.25,9.25,"['TomatilloGreenChiliSalsa', 'Cheese']",2
225,2,Bottled Water,,3.0,1.5,,0
225,1,Canned Soft Drink,[Diet Coke],1.25,1.25,['DietCoke'],1
226,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'Cheese', 'Lettuce']",4
226,1,Barbacoa Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce]]",9.25,9.25,"['TomatilloGreenChiliSalsa', 'FajitaVegetables', 'PintoBeans', 'SourCream', 'Cheese', 'Lettuce']",6
226,1,Chips and Guacamole,,4.45,4.45,,0
227,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese]]",8.75,8.75,"['TomatilloGreenChiliSalsa', 'Rice', 'BlackBeans', 'Cheese']",4
227,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Lettuce, Guacamole]]",11.25,11.25,"['RoastedChiliCornSalsa', 'Rice', 'PintoBeans', 'Lettuce', 'Guacamole']",5
227,1,Chips and Guacamole,,4.45,4.45,,0
228,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce]]",10.98,10.98,"['RoastedChiliCornSalsa(Medium)', 'BlackBeans', 'FajitaVeggies', 'Cheese', 'Guacamole', 'Lettuce']",6
229,2,Steak Burrito,"[Fresh Tomato (Mild), [Lettuce, Guacamole, Rice, Cheese]]",22.16,11.08,"['FreshTomato(Mild)', 'Lettuce', 'Guacamole', 'Rice', 'Cheese']",5
230,1,Chips and Guacamole,,4.45,4.45,,0
230,1,Chicken Burrito,[Tomatillo Red Chili Salsa],8.75,8.75,['TomatilloRedChiliSalsa'],1
230,1,Steak Burrito,[Tomatillo Green Chili Salsa],9.25,9.25,['TomatilloGreenChiliSalsa'],1
230,1,6 Pack Soft Drink,[Diet Coke],6.49,6.49,['DietCoke'],1
230,1,Carnitas Crispy Tacos,[Roasted Chili Corn Salsa],9.25,9.25,['RoastedChiliCornSalsa'],1
231,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]]",11.25,11.25,"['RoastedChiliCornSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Guacamole']",5
231,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'Cheese', 'Lettuce']",4
231,1,Barbacoa Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Lettuce]]",9.25,9.25,"['TomatilloGreenChiliSalsa', 'Rice', 'BlackBeans', 'Cheese', 'Lettuce']",5
231,1,Chips,,2.15,2.15,,0
231,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25,9.25,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Lettuce']",6
231,1,Chips and Guacamole,,4.45,4.45,,0
232,1,Barbacoa Burrito,[Roasted Chili Corn Salsa],9.25,9.25,['RoastedChiliCornSalsa'],1
232,1,Chips and Roasted Chili Corn Salsa,,2.95,2.95,,0
233,1,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",9.25,9.25,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese', 'SourCream']",6
233,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['TomatilloGreenChiliSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Lettuce']",7
233,1,Carnitas Soft Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese]]",9.25,9.25,"['FreshTomatoSalsa', 'FajitaVegetables', 'BlackBeans', 'Cheese']",4
233,1,Canned Soft Drink,[Diet Coke],1.25,1.25,['DietCoke'],1
233,1,Canned Soft Drink,[Diet Coke],1.25,1.25,['DietCoke'],1
234,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, Fajita Vegetables]",8.75,8.75,"['FreshTomatoSalsa', 'FajitaVegetables']",2
234,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Black Beans, Sour Cream, Cheese]]",8.75,8.75,"['TomatilloGreenChiliSalsa', 'FajitaVegetables', 'BlackBeans', 'SourCream', 'Cheese']",5
234,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese]]",9.25,9.25,"['FreshTomatoSalsa', 'Rice', 'SourCream', 'Cheese']",4
234,1,Chips and Guacamole,,4.45,4.45,,0
235,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Sour Cream, Lettuce, Guacamole]]",11.75,11.75,"['RoastedChiliCornSalsa', 'FajitaVegetables', 'SourCream', 'Lettuce', 'Guacamole']",5
235,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]",11.75,11.75,"['RoastedChiliCornSalsa', 'Rice', 'FajitaVegetables', 'SourCream', 'Cheese', 'Lettuce', 'Guacamole']",7
235,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]",11.75,11.75,"['RoastedChiliCornSalsa', 'FajitaVegetables', 'SourCream', 'Cheese', 'Lettuce', 'Guacamole']",6
236,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",9.25,9.25,"['RoastedChiliCornSalsa', 'Rice', 'PintoBeans', 'Cheese', 'SourCream']",5
236,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]]",9.25,9.25,"['RoastedChiliCornSalsa', 'FajitaVegetables', 'Rice', 'Cheese', 'Lettuce']",5
237,2,Chicken Soft Tacos,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",16.98,8.49,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",6
237,1,Chips and Tomatillo-Green Chili Salsa,,2.39,2.39,,0
237,1,Izze,[Clementine],3.39,3.39,['Clementine'],1
237,1,Izze,[Grapefruit],3.39,3.39,['Grapefruit'],1
238,1,Steak Crispy Tacos,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Cheese, Lettuce]]",9.25,9.25,"['TomatilloGreenChiliSalsa', 'FajitaVegetables', 'Cheese', 'Lettuce']",4
238,1,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,11.75,"['FreshTomatoSalsa', 'FajitaVegetables', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",6
239,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,"['RoastedChiliCornSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",7
239,1,Chips,,2.15,2.15,,0
240,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, Fajita Vegetables]",8.75,8.75,"['FreshTomatoSalsa', 'FajitaVegetables']",2
240,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",9.25,9.25,"['FreshTomatoSalsa', 'Rice', 'PintoBeans', 'Cheese']",4
240,1,Chips and Guacamole,,4.45,4.45,,0
241,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce]]",10.98,10.98,"['FreshTomatoSalsa(Mild)', 'Rice', 'BlackBeans', 'FajitaVeggies', 'Cheese', 'Guacamole', 'Lettuce']",7
242,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",7
242,1,Carnitas Soft Tacos,[Roasted Chili Corn Salsa],9.25,9.25,['RoastedChiliCornSalsa'],1
243,2,Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",22.5,11.25,"['TomatilloGreenChiliSalsa', 'BlackBeans', 'SourCream', 'Cheese', 'Lettuce', 'Guacamole']",6
244,1,Barbacoa Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce]]",9.25,9.25,"['RoastedChiliCornSalsa', 'Rice', 'Cheese', 'Lettuce']",4
244,1,Chips and Tomatillo Red Chili Salsa,,2.95,2.95,,0
244,1,Bottled Water,,1.5,1.5,,0
245,1,Steak Bowl,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Rice, Cheese, Sour Cream, Guacamole]]",11.48,11.48,"['RoastedChiliCornSalsa(Medium)', 'Tomatillo-RedChiliSalsa(Hot)', 'Rice', 'Cheese', 'SourCream', 'Guacamole']",6
246,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",5
246,1,Side of Chips,,1.69,1.69,,0
247,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'FajitaVeggies', 'Cheese', 'SourCream', 'Lettuce']",6
247,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",6
247,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'Cheese', 'SourCream', 'Lettuce']",5
247,2,Nantucket Nectar,[Pineapple Orange Banana],6.78,3.39,['PineappleOrangeBanana'],1
248,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce, Guacamole]]",11.75,11.75,"['RoastedChiliCornSalsa', 'Rice', 'PintoBeans', 'Cheese', 'Lettuce', 'Guacamole']",6
248,1,Chips and Guacamole,,4.45,4.45,,0
249,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'PintoBeans', 'SourCream', 'Cheese', 'Lettuce']",6
249,1,Chips and Guacamole,,4.45,4.45,,0
250,1,Steak Salad Bowl,"[Fresh Tomato Salsa, [Pinto Beans, Cheese, Guacamole, Lettuce]]",11.89,11.89,"['FreshTomatoSalsa', 'PintoBeans', 'Cheese', 'Guacamole', 'Lettuce']",5
250,1,Steak Salad Bowl,"[Fresh Tomato Salsa, Lettuce]",9.39,9.39,"['FreshTomatoSalsa', 'Lettuce']",2
251,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'Lettuce']",5
251,1,Chips and Fresh Tomato Salsa,,2.95,2.95,,0
251,1,Canned Soft Drink,[Nestea],1.25,1.25,['Nestea'],1
252,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",9.25,9.25,"['TomatilloRedChiliSalsa', 'Rice', 'PintoBeans', 'Cheese', 'SourCream']",5
252,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'SourCream']",4
253,2,Steak Salad Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]",23.78,11.89,"['TomatilloRedChiliSalsa', 'FajitaVegetables', 'BlackBeans', 'Cheese', 'Guacamole', 'Lettuce']",6
254,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",8.75,8.75,"['TomatilloGreenChiliSalsa', 'Rice', 'BlackBeans', 'SourCream', 'Lettuce']",5
254,1,Barbacoa Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",9.25,9.25,"['TomatilloRedChiliSalsa', 'Rice', 'Cheese', 'Lettuce']",4
254,1,Chips,,2.15,2.15,,0
254,1,Chips,,2.15,2.15,,0
254,1,Canned Soft Drink,[Diet Coke],1.25,1.25,['DietCoke'],1
255,1,Veggie Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'Rice', 'Cheese', 'SourCream']",5
255,1,Chips and Guacamole,,3.99,3.99,,0
256,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98,10.98,"['Tomatillo-RedChiliSalsa(Hot)', 'BlackBeans', 'Rice', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",7
256,1,Canned Soda,[Dr. Pepper],1.09,1.09,['Dr.Pepper'],1
257,1,Veggie Burrito,[Tomatillo Green Chili Salsa],8.75,8.75,['TomatilloGreenChiliSalsa'],1
257,1,Chips and Guacamole,,4.45,4.45,,0
258,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce]]",8.75,8.75,"['RoastedChiliCornSalsa', 'Rice', 'Cheese', 'Lettuce']",4
258,1,Carnitas Burrito,"[Tomatillo Green Chili Salsa, [Sour Cream, Cheese, Guacamole]]",11.75,11.75,"['TomatilloGreenChiliSalsa', 'SourCream', 'Cheese', 'Guacamole']",4
258,1,Chips and Tomatillo Green Chili Salsa,,2.95,2.95,,0
258,1,Chips and Guacamole,,4.45,4.45,,0
259,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",9.25,9.25,"['TomatilloGreenChiliSalsa', 'FajitaVegetables', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",6
259,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['RoastedChiliCornSalsa', 'FajitaVegetables', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",6
260,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'Rice', 'Cheese', 'SourCream']",5
260,1,Chips and Guacamole,,3.99,3.99,,0
261,2,Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Black Beans, Cheese, Guacamole]]",22.5,11.25,"['TomatilloGreenChiliSalsa', 'BlackBeans', 'Cheese', 'Guacamole']",4
262,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Cheese, Guacamole]]",11.25,11.25,"['TomatilloRedChiliSalsa', 'Cheese', 'Guacamole']",3
262,1,Canned Soft Drink,[Coke],1.25,1.25,['Coke'],1
263,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'PintoBeans', 'Cheese', 'SourCream']",5
263,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'PintoBeans', 'Cheese', 'SourCream', 'Lettuce']",6
264,2,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",18.5,9.25,"['FreshTomatoSalsa', 'Rice', 'Cheese', 'SourCream']",4
264,1,6 Pack Soft Drink,[Diet Coke],6.49,6.49,['DietCoke'],1
265,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75,8.75,"['TomatilloRedChiliSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream']",5
265,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Black Beans, Cheese, Sour Cream]]",8.75,8.75,"['RoastedChiliCornSalsa', 'BlackBeans', 'Cheese', 'SourCream']",4
265,1,Chips and Guacamole,,4.45,4.45,,0
266,1,Veggie Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'Rice', 'Cheese', 'SourCream']",5
266,1,Chips and Guacamole,,3.99,3.99,,0
267,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Sour Cream]]",8.99,8.99,"['RoastedChiliCornSalsa(Medium)', 'Rice', 'BlackBeans', 'SourCream']",4
267,1,Canned Soda,[Sprite],1.09,1.09,['Sprite'],1
268,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]",8.49,8.49,"['Tomatillo-RedChiliSalsa(Hot)', 'BlackBeans', 'Rice', 'FajitaVeggies', 'Cheese', 'Lettuce']",6
268,1,Chips and Roasted Chili-Corn Salsa,,2.39,2.39,,0
269,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Sour Cream, Guacamole]]",11.48,11.48,"['RoastedChiliCornSalsa(Medium)', 'Rice', 'BlackBeans', 'SourCream', 'Guacamole']",5
269,1,Side of Chips,,1.69,1.69,,0
270,2,Canned Soft Drink,[Coke],2.5,1.25,['Coke'],1
270,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese]]",9.25,9.25,"['FreshTomatoSalsa', 'Rice', 'PintoBeans', 'SourCream', 'Cheese']",5
270,1,Bottled Water,,1.5,1.5,,0
271,2,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]",17.5,8.75,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'Lettuce']",4
271,1,Chips and Tomatillo Green Chili Salsa,,2.95,2.95,,0
272,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'SourCream', 'Lettuce']",5
272,1,Chips and Guacamole,,4.45,4.45,,0
273,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",11.75,11.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'SourCream', 'Cheese', 'Lettuce', 'Guacamole']",7
273,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'SourCream', 'Cheese', 'Lettuce']",6
274,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,8.49,"['Tomatillo-RedChiliSalsa(Hot)', 'BlackBeans', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",6
274,1,Side of Chips,,1.69,1.69,,0
275,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'Rice', 'Cheese', 'SourCream']",5
275,1,Chips and Guacamole,,3.99,3.99,,0
276,1,Steak Salad,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]",8.99,8.99,"['Tomatillo-RedChiliSalsa(Hot)', 'BlackBeans', 'Rice', 'FajitaVeggies', 'Cheese', 'Lettuce']",6
276,1,Steak Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99,8.99,"['FreshTomatoSalsa(Mild)', 'RoastedChiliCornSalsa(Medium)', 'BlackBeans', 'Rice', 'FajitaVeggies', 'Cheese', 'SourCream', 'Lettuce']",8
276,1,Chips and Guacamole,,3.99,3.99,,0
276,1,Carnitas Soft Tacos,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]",8.99,8.99,"['FreshTomatoSalsa(Mild)', 'BlackBeans', 'Rice', 'FajitaVeggies', 'Cheese', 'Lettuce']",6
277,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",7
277,1,Chips and Guacamole,,4.45,4.45,,0
277,1,Canned Soft Drink,[Lemonade],1.25,1.25,['Lemonade'],1
278,1,Chips and Guacamole,,3.99,3.99,,0
278,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98,10.98,"['RoastedChiliCornSalsa(Medium)', 'BlackBeans', 'Rice', 'FajitaVeggies', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",8
279,1,Bowl,"[Adobo-Marinated and Grilled Steak, [Sour Cream, Salsa, Cheese, Cilantro-Lime Rice, Guacamole]]",7.4,7.4,"['Adobo-MarinatedandGrilledSteak', 'SourCream', 'Salsa', 'Cheese', 'Cilantro-LimeRice', 'Guacamole']",6
279,1,Chips and Mild Fresh Tomato Salsa,,3.0,3.0,,0
279,1,Burrito,"[Adobo-Marinated and Grilled Chicken, [Sour Cream, Cheese, Cilantro-Lime Rice]]",7.4,7.4,"['Adobo-MarinatedandGrilledChicken', 'SourCream', 'Cheese', 'Cilantro-LimeRice']",4
279,1,Chips and Guacamole,,4.0,4.0,,0
280,1,Veggie Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'Rice', 'Cheese', 'SourCream']",5
280,1,Chips and Guacamole,,3.99,3.99,,0
